"Package" "LibPath" "Version" "Priority" "Depends" "Imports" "LinkingTo" "Suggests" "Enhances" "License" "License_is_FOSS" "License_restricts_use" "OS_type" "MD5sum" "NeedsCompilation" "Built"
"parsedate" "parsedate" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.1" NA NA "rematch2" NA "covr, testthat, withr" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"partitions" "partitions" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.10-2" NA "R (>= 3.6.0)" "gmp, polynom, sets, mathjaxr" NA "testthat" NA "GPL" NA NA NA NA "yes" "4.1.0"
"patchwork" "patchwork" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.1" NA NA "ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics" NA "knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"pbapply" "pbapply" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4-3" NA "R (>= 3.2.0)" "parallel" NA NA NA "GPL-2" NA NA NA NA "no" "4.1.0"
"pbdZMQ" "pbdZMQ" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3-5" NA "R (>= 3.5.0)" NA NA NA NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"pbkrtest" "pbkrtest" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.5.1" NA "R (>= 3.5.0), lme4 (>= 1.1.10)" "broom, dplyr, magrittr, MASS, Matrix (>= 1.2.3), methods,
numDeriv, parallel, knitr" NA NA NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"pcaExplorer" "pcaExplorer" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.18.0" NA NA "DESeq2, SummarizedExperiment, GenomicRanges, IRanges,
S4Vectors, genefilter, ggplot2 (>= 2.0.0), heatmaply, plotly,
scales, NMF, plyr, topGO, limma, GOstats, GO.db, AnnotationDbi,
shiny (>= 0.12.0), shinydashboard, shinyBS, ggrepel, DT,
shinyAce, threejs, biomaRt, pheatmap, knitr, rmarkdown,
base64enc, tidyr, grDevices, methods" NA "testthat, BiocStyle, airway, org.Hs.eg.db, htmltools" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"pcaMethods" "pcaMethods" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.84.0" NA "Biobase, methods" "BiocGenerics, Rcpp (>= 0.11.3), MASS" "Rcpp" "matrixStats, lattice, ggplot2" NA "GPL (>= 3)" NA NA NA NA "yes" "4.1.0"
"PCAmixdata" "PCAmixdata" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.1" NA NA "graphics" NA "knitr, rmarkdown" NA "GPL (>= 2.0)" NA NA NA NA "no" "4.1.0"
"pcaPP" "pcaPP" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.9-74" NA NA "mvtnorm" NA "robustbase" NA "GPL (>= 3)" NA NA NA NA "yes" "4.1.0"
"PCAtools" "PCAtools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.4.0" NA "ggplot2, ggrepel" "lattice, grDevices, cowplot, methods, reshape2, stats, Matrix,
DelayedMatrixStats, DelayedArray, BiocSingular, BiocParallel,
Rcpp, dqrng" "Rcpp, beachmat, BH, dqrng" "testthat, scran, BiocGenerics, knitr, Biobase, GEOquery,
hgu133a.db, ggplotify, beachmat, RMTstat, ggalt, DESeq2,
airway, org.Hs.eg.db, magrittr, rmarkdown" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"PerformanceAnalytics" "PerformanceAnalytics" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.0.4" NA "R (>= 3.5.0), xts (>= 0.10.0)" "methods, quadprog, zoo" NA "dygraphs, Hmisc, MASS, quantmod, gamlss, gamlss.dist,
robustbase, quantreg, tinytest, ggplot2, RColorBrewer,
googleVis, plotly, gridExtra, ggpubr, RPESE, R.rsp, RobStatTM" NA "GPL-2 | GPL-3" NA NA NA NA "yes" "4.1.0"
"permute" "permute" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.9-5" NA "R (>= 2.14.0)" "stats" NA "vegan (>= 2.0-0), testthat (>= 0.5), parallel" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"phateR" "phateR" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.7" NA "R (>= 3.3), Matrix (>= 1.2-0)" "methods, stats, graphics, reticulate (>= 1.8), ggplot2,
memoise" NA "gridGraphics, cowplot" NA "GPL-2 | file LICENSE" NA NA NA NA "no" "4.1.0"
"pheatmap" "pheatmap" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.12" NA "R (>= 2.0)" "grid, RColorBrewer, scales, gtable, stats, grDevices, graphics" NA NA NA "GPL-2" NA NA NA NA "no" "4.1.0"
"pillar" "pillar" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.6.1" NA NA "cli, crayon (>= 1.3.4), ellipsis (>= 0.3.2), fansi, lifecycle,
rlang (>= 0.3.0), utf8 (>= 1.1.0), utils, vctrs (>= 0.3.8)" NA "bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nycflights13, palmerpenguins, rmarkdown,
scales, stringi, survival, testthat (>= 3.0.2), tibble, units,
withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"pixmap" "pixmap" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4-12" NA NA "methods, graphics, grDevices" NA NA NA "GPL-2" NA NA NA NA "no" "4.1.0"
"pkgbuild" "pkgbuild" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.0" NA "R (>= 3.1)" "callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.1.2)" NA "Rcpp, cpp11, testthat, covr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"pkgcond" "pkgcond" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.1" NA "R(>= 3.5.0)" "assertthat, methods" NA "covr, testthat" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"pkgconfig" "pkgconfig" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.0.3" NA NA "utils" NA "covr, testthat, disposables (>= 1.0.3)" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"pkgdown" "pkgdown" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.6.1" NA "R (>= 3.1.0)" "callr (>= 2.0.2), crayon, desc, digest, downlit, fs (>=
1.3.0), httr (>= 1.4.2), magrittr, memoise, openssl, purrr,
ragg, rematch2, rlang (>= 0.3.0), rmarkdown (>= 1.1.9007),
tibble, tools, whisker, withr, xml2 (>= 1.3.1), yaml" NA "covr, htmlwidgets, jsonlite, knitr, leaflet, pkgload (>=
1.0.2), testthat (>= 2.1.0), rticles, rsconnect, rstudioapi" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"pkgload" "pkgload" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.1" NA NA "cli, crayon, desc, methods, rlang, rprojroot, rstudioapi,
utils, withr" NA "bitops, covr, pkgbuild, Rcpp, testthat" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"pkgmaker" "pkgmaker" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.32.2" NA "R (>= 3.0.0), methods, stats, registry" "tools, grDevices, utils, graphics, codetools, digest, stringr,
xtable, withr, assertthat" NA "devtools (>= 0.8), roxygen2, RUnit, testthat, knitr,
rmarkdown, markdown, yaml, Biobase, datasets, rbibutils (>=
1.3)" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"pkgsearch" "pkgsearch" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.0.3" NA NA "assertthat, curl, jsonlite, parsedate, prettyunits, tibble" NA "mockery, covr, memoise, pingr (>= 2.0.0), rstudioapi, shiny,
shinyjs, shinyWidgets, testthat (>= 2.1.0), whoami" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"PKI" "PKI" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1-8" NA "R (>= 2.9.0), base64enc" NA NA NA "gmp" "GPL-2 | GPL-3 | file LICENSE" NA NA NA NA "yes" "4.1.0"
"plogr" "plogr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2.0" NA NA NA NA "Rcpp" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"plot3D" "plot3D" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3" NA "R (>= 2.15)" "misc3d, stats, graphics, grDevices, methods" NA NA NA "GPL (>= 3.0)" NA NA NA NA "no" "4.1.0"
"plotly" "plotly" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "4.9.3" NA "R (>= 3.2.0), ggplot2 (>= 3.0.0)" "tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr, RColorBrewer, dplyr, vctrs,
tibble, lazyeval (>= 0.2.0), rlang, crosstalk, purrr,
data.table, promises" NA "MASS, maps, hexbin, ggthemes, GGally, testthat, knitr,
devtools, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl,
rmarkdown, vdiffr, Cairo, broom, webshot, listviewer,
dendextend, sf, maptools, rgeos, png, IRdisplay, processx,
plotlyGeoAssets, forcats, palmerpenguins" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"plyr" "plyr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.8.6" NA "R (>= 3.1.0)" "Rcpp (>= 0.11.0)" "Rcpp" "abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"png" "png" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1-7" NA "R (>= 2.9.0)" NA NA NA NA "GPL-2 | GPL-3" NA NA NA NA "yes" "4.1.0"
"polspline" "polspline" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.19" NA NA "stats, graphics" NA NA NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"polyclip" "polyclip" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.10-0" NA "R (>= 3.0.0)" NA NA NA NA "BSL" NA NA NA NA "yes" "4.1.0"
"polylabelr" "polylabelr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2.0" NA "R (>= 3.3.0)" "Rcpp" "Rcpp" "covr, testthat, spelling, sf" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"polynom" "polynom" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4-0" NA NA "stats, graphics" NA "knitr, rmarkdown" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"postlogic" "postlogic" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.0.1" NA NA NA NA "testthat, covr" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"prabclus" "prabclus" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.3-2" NA "R (>= 2.10), MASS, mclust" NA NA "spdep, spatialreg, bootstrap, maptools, foreign, mvtnorm" NA "GPL" NA NA NA NA "no" "4.1.0"
"pracma" "pracma" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.3.3" NA "R (>= 3.1.0)" "graphics, grDevices, stats, utils" NA "NlcOptim, quadprog" NA "GPL (>= 3)" NA NA NA NA "no" "4.1.0"
"praise" "praise" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.0" NA NA NA NA "testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"preprocessCore" "preprocessCore" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.54.0" NA NA "stats" NA NA NA "LGPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"prettycode" "prettycode" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.0" NA NA "crayon, utils" NA "covr, mockery, rstudioapi, testthat, withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"prettyunits" "prettyunits" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.1" NA NA NA NA "codetools, covr, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"princurve" "princurve" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.1.6" NA "R (>= 3.0)" "stats, graphics, grDevices, Rcpp" "Rcpp" "devtools, testthat" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"pROC" "pROC" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.17.0.1" NA "R (>= 2.14)" "methods, plyr, Rcpp (>= 0.11.1)" "Rcpp" "microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2" NA "GPL (>= 3)" NA NA NA NA "yes" "4.1.0"
"processx" "processx" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.5.2" NA NA "ps (>= 1.2.0), R6, utils" NA "callr (>= 3.2.0), cli, codetools, covr, curl, debugme,
parallel, testthat, withr" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"prodlim" "prodlim" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2019.11.13" NA "R (>= 2.9.0)" "Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava" "Rcpp" NA NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"productplots" "productplots" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.1" NA NA "plyr, ggplot2" NA "reshape2, testthat, covr" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"profvis" "profvis" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.7" NA "R (>= 3.0)" "htmlwidgets (>= 0.3.2), stringr" NA "knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools" NA "GPL-3 | file LICENSE" NA NA NA NA "yes" "4.1.0"
"progress" "progress" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.2" NA NA "hms, prettyunits, R6, crayon" NA "Rcpp, testthat, withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"promises" "promises" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.0.1" NA NA "R6, Rcpp, later, rlang, stats, magrittr" "later, Rcpp" "testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"ProtGenerics" "ProtGenerics" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.24.0" NA "methods" NA NA "testthat" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"proxy" "proxy" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4-25" NA "R (>= 3.4.0)" "stats, utils" NA "cba" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"ps" "ps" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.6.0" NA "R (>= 3.1)" "utils" NA "callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"psych" "psych" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.1.3" NA NA "mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme" NA "psychTools, GPArotation, lavaan, lme4, Rcsdp, graph, knitr,
Rgraphviz" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"purrr" "purrr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.4" NA "R (>= 3.2)" "magrittr (>= 1.5), rlang (>= 0.3.1)" NA "covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect" NA "GPL-3 | file LICENSE" NA NA NA NA "yes" "4.1.0"
"qap" "qap" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1-1" NA NA NA NA "testthat" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"qlcMatrix" "qlcMatrix" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.9.7" NA "Matrix (>= 1.1-0), R (>= 3.2), slam (>= 0.1-32), sparsesvd" "methods, docopt" NA "MASS, knitr" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"quadprog" "quadprog" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.5-8" NA "R (>= 3.1.0)" NA NA NA NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"quantreg" "quantreg" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "5.85" NA "R (>= 2.6), stats, SparseM" "methods, graphics, Matrix, MatrixModels, conquer" NA "tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"qvalue" "qvalue" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.24.0" NA "R(>= 2.10)" "splines, ggplot2, grid, reshape2" NA "knitr" NA "LGPL" NA NA NA NA "no" "4.1.0"
"R.cache" "R.cache" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.15.0" NA "R (>= 2.14.0)" "utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)" NA NA NA "LGPL (>= 2.1)" NA NA NA NA "no" "4.1.0"
"R.methodsS3" "R.methodsS3" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.8.1" NA "R (>= 2.13.0)" "utils" NA "codetools" NA "LGPL (>= 2.1)" NA NA NA NA "no" "4.1.0"
"R.oo" "R.oo" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.24.0" NA "R (>= 2.13.0), R.methodsS3 (>= 1.8.0)" "methods, utils" NA "tools" NA "LGPL (>= 2.1)" NA NA NA NA "no" "4.1.0"
"R.utils" "R.utils" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.10.1" NA "R (>= 2.14.0), R.oo (>= 1.23.0)" "methods, utils, tools, R.methodsS3 (>= 1.8.0)" NA "digest (>= 0.6.10)" NA "LGPL (>= 2.1)" NA NA NA NA "no" "4.1.0"
"R6" "R6" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.5.0" NA "R (>= 3.0)" NA NA "knitr, microbenchmark, pryr, testthat, ggplot2, scales" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"ragg" "ragg" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.2" NA NA "systemfonts (>= 1.0.0), textshaping (>= 0.3.0)" "systemfonts, textshaping" "covr, testthat, grid, graphics" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"rainbow" "rainbow" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.6" NA "R (>= 3.4.0), MASS, pcaPP" "hdrcde, cluster, colorspace, ks" NA "forecast" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"randomForest" "randomForest" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "4.6-14" NA "R (>= 3.2.2), stats" NA NA "RColorBrewer, MASS" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"ranger" "ranger" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.12.1" NA "R (>= 3.1)" "Rcpp (>= 0.11.2), Matrix" "Rcpp, RcppEigen" "survival, testthat" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"RANN" "RANN" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.6.1" NA NA NA NA "testthat" NA "GPL (>= 3)" NA NA NA NA "yes" "4.1.0"
"rappdirs" "rappdirs" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.3" NA "R (>= 3.2)" NA NA "roxygen2, testthat (>= 3.0.0), covr, withr" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"raster" "raster" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.4-10" NA "sp (>= 1.4.1), R (>= 3.4.0)" "Rcpp, methods" "Rcpp" "rgdal (>= 1.5-8), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf, tinytest, gstat, fields" NA "GPL (>= 3)" NA NA NA NA "yes" "4.1.0"
"RBGL" "RBGL" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.68.0" NA "graph, methods" "methods" "BH" "Rgraphviz, XML, RUnit, BiocGenerics" NA "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
"rbibutils" "rbibutils" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.1.1" NA "R (>= 2.10)" "utils, tools" NA "testthat" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"rcmdcheck" "rcmdcheck" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3.3" NA NA "callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen" NA "covr, knitr, mockery, rmarkdown, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"RColorBrewer" "RColorBrewer" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1-2" NA "R (>= 2.0.0)" NA NA NA NA "Apache License 2.0" NA NA NA NA "no" "4.1.0"
"Rcpp" "Rcpp" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.6" NA NA "methods, utils" NA "tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"RcppAnnoy" "RcppAnnoy" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.0.18" NA "R (>= 3.1)" "methods, Rcpp" "Rcpp" "tinytest" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"RcppArmadillo" "RcppArmadillo" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.10.4.0.0" NA "R (>= 3.3.0)" "Rcpp (>= 0.11.0), stats, utils, methods" "Rcpp" "tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"RcppEigen" "RcppEigen" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.3.9.1" NA NA "Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils" "Rcpp" "inline, tinytest, pkgKitten, microbenchmark" NA "GPL (>= 2) | file LICENSE" NA NA NA NA "yes" "4.1.0"
"RcppHNSW" "RcppHNSW" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.0" NA NA "methods, Rcpp (>= 0.11.3)" "Rcpp" "testthat, covr" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"RcppNumerical" "RcppNumerical" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4-0" NA NA "Rcpp" "Rcpp, RcppEigen" "knitr, rmarkdown, prettydoc, mvtnorm, RcppEigen" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"RcppParallel" "RcppParallel" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "5.1.4" NA "R (>= 3.0.2)" NA NA "Rcpp, RUnit, knitr, rmarkdown" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"RcppProgress" "RcppProgress" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4.2" NA NA NA NA "RcppArmadillo, devtools, roxygen2, testthat" NA "GPL (>= 3)" NA NA NA NA "no" "4.1.0"
"RCurl" "RCurl" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.98-1.3" NA "R (>= 3.4.0), methods" "bitops" NA "XML" NA "BSD_3_clause + file LICENSE" NA NA NA NA "yes" "4.1.0"
"Rdpack" "Rdpack" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.1.1" NA "R (>= 2.15.0), methods" "tools, utils, rbibutils (>= 1.3)" NA "grDevices, testthat, rstudioapi, rprojroot, gbRd" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"readr" "readr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4.0" NA "R (>= 3.1)" "cli, clipr, crayon, hms (>= 0.4.1), methods, rlang, R6,
tibble, utils, lifecycle" "BH, cpp11" "covr, curl, dplyr, knitr, rmarkdown, spelling, stringi,
testthat, xml2" NA "GPL (>= 2) | file LICENSE" NA NA NA NA "yes" "4.1.0"
"readxl" "readxl" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3.1" NA NA "cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils" "progress, Rcpp" "covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"rebook" "rebook" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.0" NA NA "utils, methods, knitr (>= 1.32), rmarkdown, CodeDepends,
dir.expiry, filelock, BiocStyle" NA "testthat, igraph, XML, BiocManager, RCurl, bookdown,
rappdirs, yaml, BiocParallel, OSCA.intro, OSCA.workflows" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"recipes" "recipes" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.16" NA "R (>= 3.1), dplyr" "ellipsis, generics (>= 0.1.0), glue, gower, ipred, lifecycle,
lubridate, magrittr, Matrix, purrr (>= 0.2.3), rlang (>=
0.4.0), stats, tibble, tidyr (>= 1.0.0), tidyselect (>= 1.1.0),
timeDate, utils, withr" NA "covr, ddalpha, dimRed (>= 0.2.2), fastICA, ggplot2, igraph,
kernlab, knitr, modeldata, RANN, RcppRoll, rmarkdown, rpart,
rsample, RSpectra, testthat (>= 2.1.0), xml2" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"registry" "registry" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.5-1" NA "R (>= 2.6.0)" "utils" NA NA NA "GPL-2" NA NA NA NA "no" "4.1.0"
"rematch" "rematch" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.1" NA NA NA NA "covr, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"rematch2" "rematch2" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.1.2" NA NA "tibble" NA "covr, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"remotes" "remotes" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.3.0" NA "R (>= 3.0.0)" "methods, stats, tools, utils" NA "brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"renv" "renv" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.13.2" NA NA "utils" NA "R6, BiocManager, cli, covr, devtools, knitr, packrat,
remotes, reticulate, rmarkdown, rstudioapi, testthat, uuid,
yaml" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"repr" "repr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.3" NA "R (>= 3.0.1)" "utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
